0	0.00, 24.00
2017-07-06 02	1164.41, 71.00
2017-07-06 03	883.03, 66.00
2017-07-06 04	762.35, 101.00
2017-07-06 05	697.41, 481.00
2017-07-06 06	677.95, 1765.00
2017-07-06 07	756.90, 3414.00
2017-07-06 08	805.05, 5408.00
2017-07-06 09	836.86, 3874.00
2017-07-06 10	834.32, 1986.00
2017-07-06 11	943.90, 2063.00
2017-07-06 12	899.36, 2675.00
2017-07-06 13	933.07, 2800.00
2017-07-06 14	973.05, 2846.00
2017-07-06 15	1677.42, 3074.00
2017-07-06 16	1307.11, 4067.00
2017-07-06 17	1043.66, 6794.00
2017-07-06 18	947.98, 6906.00
2017-07-06 19	885.56, 4907.00
2017-07-06 20	1085.12, 3329.00
2017-07-06 21	2022.65, 2310.00
2017-07-06 22	2714.72, 1557.00
2017-07-06 23	1003.19, 945.00
2017-07-07 00	2362.93, 526.00
2017-07-07 01	833.20, 272.00
2017-07-07 02	777.18, 123.00
2017-07-07 03	1127.77, 44.00
2017-07-07 04	923.73, 86.00
2017-07-07 05	705.21, 366.00
2017-07-07 06	703.00, 1235.00
2017-07-07 07	665.33, 2027.00
2017-07-07 08	677.82, 2651.00
2017-07-07 09	686.66, 2760.00
2017-07-07 10	718.71, 502.00
2017-07-07 11	842.15, 189.00
2017-07-07 12	757.92, 1023.00
2017-07-07 13	819.55, 2253.00
2017-07-07 14	920.04, 2805.00
2017-07-07 15	1119.52, 3520.00
2017-07-07 16	1090.57, 4488.00
2017-07-07 17	940.53, 5595.00
2017-07-07 18	930.96, 4850.00
2017-07-07 19	1239.54, 3805.00
2017-07-07 20	1110.51, 2361.00
2017-07-07 21	817.03, 719.00
2017-07-07 22	899.68, 999.00
2017-07-07 23	879.18, 869.00
2017-07-08 00	1049.53, 636.00
2017-07-08 01	2332.56, 403.00
2017-07-08 02	885.63, 290.00
2017-07-08 03	2041.48, 181.00
2017-07-08 04	802.55, 121.00
2017-07-08 05	876.59, 126.00
2017-07-08 06	776.09, 368.00
2017-07-08 07	838.72, 722.00
2017-07-08 08	828.32, 1390.00
2017-07-08 09	928.07, 2325.00
2017-07-08 10	1109.75, 3182.00
2017-07-08 11	1079.83, 3753.00
2017-07-08 12	1044.45, 4179.00
2017-07-08 13	1566.26, 4375.00
2017-07-08 14	1525.52, 4400.00
2017-07-08 15	1279.11, 4578.00
2017-07-08 16	1197.14, 4660.00
2017-07-08 17	1192.42, 4304.00
2017-07-08 18	1204.99, 3943.00
2017-07-08 19	1316.27, 3498.00
2017-07-08 20	1241.66, 2738.00
2017-07-08 21	1035.43, 1940.00
2017-07-08 22	1031.08, 1657.00
2017-07-08 23	1397.89, 1246.00
2017-07-09 00	1986.77, 909.00
2017-07-09 01	908.84, 613.00
2017-07-09 02	874.97, 365.00
2017-07-09 03	1345.89, 241.00
2017-07-09 04	2682.28, 158.00
2017-07-09 05	959.69, 118.00
2017-07-09 06	1004.41, 289.00
2017-07-09 07	1009.65, 550.00
2017-07-09 08	981.79, 1199.00
2017-07-09 09	1036.20, 1994.00
2017-07-09 10	1567.21, 2943.00
2017-07-09 11	1127.37, 3807.00
2017-07-09 12	1148.04, 4386.00
2017-07-09 13	1481.25, 4504.00
2017-07-09 14	1503.79, 4866.00
2017-07-09 15	1405.47, 4736.00
2017-07-09 16	1193.01, 4836.00
2017-07-09 17	1149.04, 4836.00
2017-07-09 18	1120.36, 4532.00
2017-07-09 19	1055.79, 3824.00
2017-07-09 20	1008.79, 3057.00
2017-07-09 21	959.83, 2087.00
2017-07-09 22	1044.45, 1438.00
2017-07-09 23	790.91, 830.00
2017-07-10 00	1001.87, 400.00
2017-07-10 01	2543.08, 177.00
2017-07-10 02	1269.85, 99.00
2017-07-10 03	794.84, 58.00
2017-07-10 04	591.42, 84.00
2017-07-10 05	668.58, 485.00
2017-07-10 06	725.43, 1742.00
2017-07-10 07	777.44, 3487.00
2017-07-10 08	821.96, 5528.00
2017-07-10 09	884.87, 3846.00
2017-07-10 10	1497.86, 2121.00
2017-07-10 11	912.97, 2112.00
2017-07-10 12	937.02, 2508.00
2017-07-10 13	1041.43, 2569.00
2017-07-10 14	948.65, 2711.00
2017-07-10 15	1224.61, 2947.00
2017-07-10 16	1454.75, 3776.00
2017-07-10 17	939.77, 6821.00
2017-07-10 18	1028.03, 6904.00
2017-07-10 19	905.39, 4883.00
2017-07-10 20	1038.15, 3400.00
2017-07-10 21	890.36, 2010.00
2017-07-10 22	885.01, 1381.00
2017-07-10 23	1105.28, 858.00
2017-07-11 00	834.34, 351.00
2017-07-11 01	886.19, 150.00
2017-07-11 02	816.99, 80.00
2017-07-11 03	722.96, 48.00
2017-07-11 04	866.76, 85.00
2017-07-11 05	724.34, 557.00
2017-07-11 06	684.85, 1855.00
2017-07-11 07	764.51, 3697.00
2017-07-11 08	822.43, 6054.00
2017-07-11 09	763.90, 4045.00
2017-07-11 10	1174.25, 2216.00
2017-07-11 11	1095.77, 2076.00
2017-07-11 12	903.58, 2450.00
2017-07-11 13	983.50, 2679.00
2017-07-11 14	1392.91, 2703.00
2017-07-11 15	933.49, 2882.00
2017-07-11 16	877.95, 3709.00
2017-07-11 17	883.25, 6237.00
2017-07-11 18	1044.58, 6754.00
2017-07-11 19	919.30, 4812.00
2017-07-11 20	1363.00, 3425.00
2017-07-11 21	947.04, 2385.00
2017-07-11 22	816.42, 1710.00
2017-07-11 23	1044.03, 711.00
2017-07-12 00	2243.33, 348.00
2017-07-12 01	795.55, 199.00
2017-07-12 02	880.51, 101.00
2017-07-12 03	862.18, 51.00
2017-07-12 04	596.81, 78.00
2017-07-12 05	746.74, 532.00
2017-07-12 06	702.67, 1789.00
2017-07-12 07	759.74, 3575.00
2017-07-12 08	819.36, 6014.00
2017-07-12 09	839.87, 4240.00
2017-07-12 10	849.66, 2280.00
2017-07-12 11	936.48, 2156.00
2017-07-12 12	804.15, 2494.00
2017-07-12 13	857.03, 2703.00
2017-07-12 14	1634.76, 2732.00
2017-07-12 15	909.07, 2914.00
2017-07-12 16	1188.86, 3847.00
2017-07-12 17	933.42, 6463.00
2017-07-12 18	935.94, 6774.00
2017-07-12 19	842.61, 4627.00
2017-07-12 20	875.50, 3110.00
2017-07-12 21	1035.91, 2022.00
2017-07-12 22	859.91, 1690.00
2017-07-12 23	889.21, 1047.00
2017-07-13 00	984.78, 500.00
2017-07-13 01	3125.60, 235.00
2017-07-13 02	812.70, 107.00
2017-07-13 03	904.90, 49.00
2017-07-13 04	2406.28, 103.00
2017-07-13 05	649.24, 478.00
2017-07-13 06	668.99, 1797.00
2017-07-13 07	739.96, 3442.00
2017-07-13 08	775.76, 5669.00
2017-07-13 09	772.54, 4153.00
2017-07-13 10	850.50, 2268.00
2017-07-13 11	1207.36, 2152.00
2017-07-13 12	959.55, 2545.00
2017-07-13 13	1310.91, 2648.00
2017-07-13 14	865.32, 2664.00
2017-07-13 15	1044.46, 2784.00
2017-07-13 16	1539.37, 3741.00
2017-07-13 17	1292.28, 4984.00
2017-07-13 18	810.26, 4897.00
2017-07-13 19	1323.31, 3731.00
2017-07-13 20	806.61, 2882.00
2017-07-13 21	1359.17, 2079.00
2017-07-13 22	932.94, 1617.00
2017-07-13 23	2149.62, 950.00
2017-07-14 00	897.57, 519.00
2017-07-14 01	898.95, 259.00
2017-07-14 02	1668.03, 162.00
2017-07-14 03	2362.67, 79.00
2017-07-14 04	749.91, 81.00
2017-07-14 05	631.77, 408.00
2017-07-14 06	573.39, 1108.00
2017-07-14 07	607.89, 1086.00
2017-07-14 08	675.47, 2552.00
2017-07-14 09	750.61, 1076.00
2017-07-14 10	598.34, 631.00
2017-07-14 11	755.32, 1345.00
2017-07-14 12	763.03, 1999.00
2017-07-14 13	857.47, 1833.00
2017-07-14 14	712.23, 1334.00
2017-07-14 15	2436.29, 1684.00
2017-07-14 16	1370.57, 1379.00
2017-07-14 17	786.96, 3367.00
2017-07-14 18	789.01, 3399.00
2017-07-14 19	910.04, 2725.00
2017-07-14 20	937.90, 1884.00
2017-07-14 21	786.54, 1156.00
2017-07-14 22	1391.96, 991.00
2017-07-14 23	3735.05, 794.00
2017-07-15 00	785.18, 528.00
2017-07-15 01	862.81, 383.00
2017-07-15 02	1252.58, 263.00
2017-07-15 03	931.86, 149.00
2017-07-15 04	1020.16, 97.00
2017-07-15 05	1039.92, 114.00
2017-07-15 06	848.65, 298.00
2017-07-15 07	835.77, 686.00
2017-07-15 08	792.97, 1337.00
2017-07-15 09	859.35, 2320.00
2017-07-15 10	1079.73, 3095.00
2017-07-15 11	1051.68, 3896.00
2017-07-15 12	1120.68, 4434.00
2017-07-15 13	1201.31, 4597.00
2017-07-15 14	1179.85, 4653.00
2017-07-15 15	1301.50, 4747.00
2017-07-15 16	1265.74, 4543.00
2017-07-15 17	1269.37, 4615.00
2017-07-15 18	1099.01, 4240.00
2017-07-15 19	1251.41, 3778.00
2017-07-15 20	1175.60, 2870.00
2017-07-15 21	1003.50, 1999.00
2017-07-15 22	1185.99, 1580.00
2017-07-15 23	966.40, 1277.00
2017-07-16 00	1836.90, 893.00
2017-07-16 01	3155.60, 591.00
2017-07-16 02	1005.65, 441.00
2017-07-16 03	994.68, 256.00
2017-07-16 04	3512.93, 188.00
2017-07-16 05	1180.88, 157.00
2017-07-16 06	1156.57, 321.00
2017-07-16 07	920.57, 621.00
2017-07-16 08	937.54, 1238.00
2017-07-16 09	1127.49, 2100.00
2017-07-16 10	1243.90, 2934.00
2017-07-16 11	1334.55, 3834.00
2017-07-16 12	1207.12, 4277.00
2017-07-16 13	1443.94, 4471.00
2017-07-16 14	1409.68, 4720.00
2017-07-16 15	1233.25, 4670.00
2017-07-16 16	1352.75, 4729.00
2017-07-16 17	1295.38, 4593.00
2017-07-16 18	1144.04, 4430.00
2017-07-16 19	1054.01, 3939.00
2017-07-16 20	1593.97, 3149.00
2017-07-16 21	1071.62, 1912.00
2017-07-16 22	946.20, 1529.00
2017-07-16 23	1045.89, 840.00
2017-07-17 00	903.28, 432.00
2017-07-17 01	881.72, 168.00
2017-07-17 02	763.54, 71.00
2017-07-17 03	1082.64, 58.00
2017-07-17 04	734.13, 99.00
2017-07-17 05	624.13, 435.00
2017-07-17 06	822.54, 1713.00
2017-07-17 07	784.58, 3354.00
2017-07-17 08	906.97, 5442.00
2017-07-17 09	795.17, 4035.00
2017-07-17 10	963.10, 2180.00
2017-07-17 11	1308.37, 2116.00
2017-07-17 12	1082.48, 2585.00
2017-07-17 13	924.32, 2602.00
2017-07-17 14	1129.27, 2645.00
2017-07-17 15	967.52, 2933.00
2017-07-17 16	972.70, 3898.00
2017-07-17 17	1225.77, 6903.00
2017-07-17 18	914.12, 7398.00
2017-07-17 19	1059.45, 5192.00
2017-07-17 20	1017.16, 3603.00
2017-07-17 21	968.16, 2250.00
2017-07-17 22	1377.24, 1553.00
2017-07-17 23	971.39, 890.00
2017-07-18 00	877.62, 375.00
2017-07-18 01	1147.57, 191.00
2017-07-18 02	1005.11, 91.00
2017-07-18 03	878.77, 73.00
2017-07-18 04	656.48, 94.00
2017-07-18 05	630.37, 558.00
2017-07-18 06	743.07, 2030.00
2017-07-18 07	764.77, 3928.00
2017-07-18 08	910.61, 6076.00
2017-07-18 09	881.05, 4384.00
2017-07-18 10	1053.77, 2372.00
2017-07-18 11	1280.66, 2323.00
2017-07-18 12	1120.29, 2620.00
2017-07-18 13	1117.97, 2786.00
2017-07-18 14	1203.65, 2804.00
2017-07-18 15	919.93, 2892.00
2017-07-18 16	984.48, 3995.00
2017-07-18 17	887.53, 6995.00
2017-07-18 18	1069.54, 7302.00
2017-07-18 19	972.72, 5144.00
2017-07-18 20	1398.34, 3750.00
2017-07-18 21	965.19, 2568.00
2017-07-18 22	1046.45, 1842.00
2017-07-18 23	962.98, 1041.00
2017-07-19 00	1007.54, 543.00
2017-07-19 01	1030.81, 206.00
2017-07-19 02	1256.85, 124.00
2017-07-19 03	753.16, 55.00
2017-07-19 04	593.45, 78.00
2017-07-19 05	668.41, 540.00
2017-07-19 06	685.92, 1882.00
2017-07-19 07	860.03, 3738.00
2017-07-19 08	805.71, 6016.00
2017-07-19 09	809.53, 4363.00
2017-07-19 10	885.44, 2326.00
2017-07-19 11	1000.14, 2244.00
2017-07-19 12	1497.90, 2569.00
2017-07-19 13	1171.56, 2691.00
2017-07-19 14	1153.53, 2587.00
2017-07-19 15	873.21, 2862.00
2017-07-19 16	894.23, 3765.00
2017-07-19 17	892.17, 6547.00
2017-07-19 18	930.62, 6913.00
2017-07-19 19	994.84, 4909.00
2017-07-19 20	969.73, 3502.00
2017-07-19 21	1231.08, 2428.00
2017-07-19 22	1498.60, 1878.00
2017-07-19 23	1246.64, 1149.00
2017-07-20 00	816.00, 562.00
2017-07-20 01	783.54, 225.00
2017-07-20 02	805.00, 118.00
2017-07-20 03	815.16, 70.00
2017-07-20 04	698.82, 107.00
2017-07-20 05	679.82, 510.00
2017-07-20 06	654.74, 1813.00
2017-07-20 07	758.28, 3575.00
2017-07-20 08	791.35, 5744.00
2017-07-20 09	767.92, 4215.00
2017-07-20 10	840.16, 2378.00
2017-07-20 11	1043.51, 2255.00
2017-07-20 12	927.21, 2496.00
2017-07-20 13	1194.22, 2513.00
2017-07-20 14	1342.56, 2479.00
2017-07-20 15	884.45, 2724.00
2017-07-20 16	1116.79, 3743.00
2017-07-20 17	937.63, 6389.00
2017-07-20 18	868.16, 6397.00
2017-07-20 19	994.51, 4527.00
2017-07-20 20	909.08, 2473.00
2017-07-20 21	832.87, 1796.00
2017-07-20 22	852.13, 1568.00
2017-07-20 23	777.23, 986.00
2017-07-21 00	1090.27, 637.00
2017-07-21 01	851.87, 326.00
2017-07-21 02	758.89, 173.00
2017-07-21 03	2138.19, 95.00
2017-07-21 04	685.52, 87.00
2017-07-21 05	640.88, 448.00
2017-07-21 06	670.49, 1584.00
2017-07-21 07	727.40, 3217.00
2017-07-21 08	766.50, 5317.00
2017-07-21 09	802.76, 4023.00
2017-07-21 10	888.56, 2418.00
2017-07-21 11	931.45, 2435.00
2017-07-21 12	879.43, 2780.00
2017-07-21 13	881.50, 3176.00
2017-07-21 14	968.14, 3230.00
2017-07-21 15	934.19, 3588.00
2017-07-21 16	1090.99, 4411.00
2017-07-21 17	929.41, 5779.00
2017-07-21 18	897.41, 5167.00
2017-07-21 19	1044.76, 3878.00
2017-07-21 20	1385.63, 2695.00
2017-07-21 21	901.35, 1885.00
2017-07-21 22	1788.53, 1547.00
2017-07-21 23	1057.66, 1176.00
2017-07-22 00	884.76, 861.00
2017-07-22 01	1283.99, 527.00
2017-07-22 02	1914.45, 384.00
2017-07-22 03	3351.13, 193.00
2017-07-22 04	2480.80, 129.00
2017-07-22 05	920.60, 141.00
2017-07-22 06	809.73, 449.00
2017-07-22 07	1000.01, 813.00
2017-07-22 08	960.13, 1512.00
2017-07-22 09	924.15, 2301.00
2017-07-22 10	991.16, 2994.00
2017-07-22 11	1030.03, 3653.00
2017-07-22 12	1152.64, 3964.00
2017-07-22 13	1107.06, 4087.00
2017-07-22 14	1286.75, 3848.00
2017-07-22 15	1156.52, 3927.00
2017-07-22 16	1203.10, 3904.00
2017-07-22 17	1491.45, 3836.00
2017-07-22 18	1044.59, 3343.00
2017-07-22 19	927.04, 2527.00
2017-07-22 20	1033.72, 2007.00
2017-07-22 21	1352.83, 1213.00
2017-07-22 22	926.12, 1143.00
2017-07-22 23	1079.66, 255.00
2017-07-23 00	1190.91, 104.00
2017-07-23 01	1025.05, 145.00
2017-07-23 02	873.53, 229.00
2017-07-23 03	2491.73, 206.00
2017-07-23 04	1532.27, 82.00
2017-07-23 05	890.56, 103.00
2017-07-23 06	785.35, 215.00
2017-07-23 07	1054.64, 497.00
2017-07-23 08	893.55, 1016.00
2017-07-23 09	909.32, 1950.00
2017-07-23 10	1035.09, 2725.00
2017-07-23 11	1016.76, 3107.00
2017-07-23 12	1090.39, 2590.00
2017-07-23 13	1085.37, 3155.00
2017-07-23 14	1144.35, 3768.00
2017-07-23 15	1110.66, 4254.00
2017-07-23 16	1135.74, 4422.00
2017-07-23 17	1003.26, 4209.00
2017-07-23 18	1019.08, 4239.00
2017-07-23 19	985.60, 3572.00
2017-07-23 20	994.23, 2756.00
2017-07-23 21	1180.55, 1731.00
2017-07-23 22	763.95, 1199.00
2017-07-23 23	907.90, 668.00
2017-07-24 00	1761.75, 313.00
2017-07-24 01	913.82, 171.00
2017-07-24 02	867.50, 66.00
2017-07-24 03	1893.41, 66.00
2017-07-24 04	974.78, 59.00
2017-07-24 05	554.84, 73.00
2017-07-24 06	583.43, 590.00
2017-07-24 07	972.46, 2055.00
2017-07-24 08	711.14, 3139.00
2017-07-24 09	630.94, 1247.00
2017-07-24 10	638.40, 247.00
2017-07-24 11	766.94, 701.00
2017-07-24 12	1043.18, 1562.00
2017-07-24 13	863.75, 2046.00
2017-07-24 14	841.80, 2316.00
2017-07-24 15	1055.17, 2745.00
2017-07-24 16	942.93, 3594.00
2017-07-24 17	928.65, 6282.00
2017-07-24 18	901.89, 6263.00
2017-07-24 19	922.84, 4499.00
2017-07-24 20	804.78, 2282.00
2017-07-24 21	886.43, 1581.00
2017-07-24 22	857.38, 1179.00
2017-07-24 23	1273.11, 716.00
2017-07-25 00	855.64, 371.00
2017-07-25 01	766.50, 151.00
2017-07-25 02	834.68, 76.00
2017-07-25 03	713.34, 47.00
2017-07-25 04	596.21, 78.00
2017-07-25 05	609.91, 511.00
2017-07-25 06	629.96, 1795.00
2017-07-25 07	726.30, 3666.00
2017-07-25 08	877.05, 6186.00
2017-07-25 09	784.48, 4322.00
2017-07-25 10	828.70, 2364.00
2017-07-25 11	895.85, 2211.00
2017-07-25 12	921.09, 2646.00
2017-07-25 13	1210.77, 2843.00
2017-07-25 14	1060.99, 2912.00
2017-07-25 15	984.24, 3029.00
2017-07-25 16	905.84, 4057.00
2017-07-25 17	906.10, 7221.00
2017-07-25 18	894.26, 7244.00
2017-07-25 19	909.23, 4970.00
2017-07-25 20	915.54, 3484.00
2017-07-25 21	808.26, 2411.00
2017-07-25 22	842.94, 1701.00
2017-07-25 23	1123.10, 1040.00
2017-07-26 00	1223.26, 461.00
2017-07-26 01	929.07, 229.00
2017-07-26 02	742.12, 100.00
2017-07-26 03	719.51, 59.00
2017-07-26 04	730.31, 91.00
2017-07-26 05	713.54, 566.00
2017-07-26 06	671.02, 2030.00
2017-07-26 07	798.56, 3795.00
2017-07-26 08	828.12, 6453.00
2017-07-26 09	828.79, 4645.00
2017-07-26 10	1078.05, 2659.00
2017-07-26 11	975.67, 2457.00
2017-07-26 12	998.73, 2898.00
2017-07-26 13	891.46, 3175.00
2017-07-26 14	1037.07, 3119.00
2017-07-26 15	1077.27, 3375.00
2017-07-26 16	982.95, 4542.00
2017-07-26 17	1060.36, 7409.00
2017-07-26 18	955.96, 7743.00
2017-07-26 19	944.85, 5370.00
2017-07-26 20	1109.03, 3691.00
2017-07-26 21	1251.04, 2487.00
2017-07-26 22	893.13, 1844.00
2017-07-26 23	1218.11, 1125.00
2017-07-27 00	974.13, 589.00
2017-07-27 01	2962.37, 257.00
2017-07-27 02	891.75, 130.00
2017-07-27 03	2029.44, 81.00
2017-07-27 04	650.38, 101.00
2017-07-27 05	640.57, 485.00
2017-07-27 06	670.86, 1885.00
2017-07-27 07	749.93, 3539.00
2017-07-27 08	794.45, 6341.00
2017-07-27 09	786.07, 4635.00
2017-07-27 10	882.29, 2658.00
2017-07-27 11	897.67, 2531.00
2017-07-27 12	875.04, 2877.00
2017-07-27 13	1004.65, 3082.00
2017-07-27 14	1017.26, 2642.00
2017-07-27 15	914.11, 2905.00
2017-07-27 16	899.12, 3834.00
2017-07-27 17	912.95, 6674.00
2017-07-27 18	892.84, 6950.00
2017-07-27 19	830.96, 4719.00
2017-07-27 20	914.77, 3417.00
2017-07-27 21	877.71, 2454.00
2017-07-27 22	921.32, 1784.00
2017-07-27 23	849.87, 1199.00
2017-07-28 00	1123.44, 607.00
2017-07-28 01	931.73, 335.00
2017-07-28 02	732.60, 174.00
2017-07-28 03	876.75, 81.00
2017-07-28 04	770.06, 99.00
2017-07-28 05	695.61, 444.00
2017-07-28 06	673.37, 1632.00
2017-07-28 07	741.20, 3143.00
2017-07-28 08	806.23, 5520.00
2017-07-28 09	776.46, 4350.00
2017-07-28 10	969.72, 2721.00
2017-07-28 11	911.13, 2668.00
2017-07-28 12	904.46, 3077.00
2017-07-28 13	1146.85, 3609.00
2017-07-28 14	960.90, 3798.00
2017-07-28 15	984.91, 4079.00
2017-07-28 16	948.27, 4984.00
2017-07-28 17	936.49, 6271.00
2017-07-28 18	906.02, 5432.00
2017-07-28 19	956.52, 3771.00
2017-07-28 20	966.75, 2601.00
2017-07-28 21	892.77, 1893.00
2017-07-28 22	1035.18, 1411.00
2017-07-28 23	1039.37, 1199.00
2017-07-29 00	1078.03, 867.00
2017-07-29 01	1283.69, 565.00
2017-07-29 02	950.29, 371.00
2017-07-29 03	750.26, 247.00
2017-07-29 04	930.51, 151.00
2017-07-29 05	912.13, 124.00
2017-07-29 06	887.63, 304.00
2017-07-29 07	770.83, 627.00
2017-07-29 08	769.49, 1168.00
2017-07-29 09	843.39, 2012.00
2017-07-29 10	879.44, 2755.00
2017-07-29 11	1029.10, 3528.00
2017-07-29 12	1016.04, 4239.00
2017-07-29 13	1111.40, 4230.00
2017-07-29 14	1167.05, 4351.00
2017-07-29 15	1083.00, 4398.00
2017-07-29 16	1166.94, 4493.00
2017-07-29 17	1103.38, 4241.00
2017-07-29 18	1064.44, 3871.00
2017-07-29 19	1052.59, 3384.00
2017-07-29 20	985.62, 2487.00
2017-07-29 21	912.22, 1880.00
2017-07-29 22	1026.85, 1483.00
2017-07-29 23	994.60, 1171.00
2017-07-30 00	897.40, 843.00
2017-07-30 01	1034.15, 606.00
2017-07-30 02	837.82, 373.00
2017-07-30 03	805.87, 243.00
2017-07-30 04	1078.95, 166.00
2017-07-30 05	798.90, 114.00
2017-07-30 06	859.31, 272.00
2017-07-30 07	978.55, 557.00
2017-07-30 08	845.59, 1107.00
2017-07-30 09	955.33, 2050.00
2017-07-30 10	1138.33, 3119.00
2017-07-30 11	1285.54, 3981.00
2017-07-30 12	1196.82, 4564.00
2017-07-30 13	1241.01, 4749.00
2017-07-30 14	1258.14, 4919.00
2017-07-30 15	1275.53, 5164.00
2017-07-30 16	1239.76, 5097.00
2017-07-30 17	1141.33, 5025.00
2017-07-30 18	1092.88, 4711.00
2017-07-30 19	1082.53, 4042.00
2017-07-30 20	1038.08, 3219.00
2017-07-30 21	932.87, 1938.00
2017-07-30 22	900.29, 1525.00
2017-07-30 23	1064.88, 958.00
2017-07-31 00	810.97, 458.00
2017-07-31 01	1036.01, 200.00
2017-07-31 02	1007.10, 106.00
2017-07-31 03	784.62, 53.00
2017-07-31 04	828.30, 91.00
2017-07-31 05	637.45, 476.00
2017-07-31 06	687.09, 1693.00
2017-07-31 07	771.52, 3303.00
2017-07-31 08	822.40, 5647.00
2017-07-31 09	798.00, 4050.00
2017-07-31 10	976.45, 2273.00
2017-07-31 11	1049.97, 2194.00
2017-07-31 12	976.17, 2663.00
2017-07-31 13	892.81, 2780.00
2017-07-31 14	915.10, 2795.00
2017-07-31 15	964.74, 3000.00
2017-07-31 16	896.12, 4157.00
2017-07-31 17	883.45, 7183.00
2017-07-31 18	909.74, 7422.00
2017-07-31 19	900.48, 5364.00
2017-07-31 20	868.38, 3652.00
2017-07-31 21	888.15, 2279.00
2017-07-31 22	831.67, 1499.00
2017-07-31 23	902.40, 880.00
2017-08-01 00	867.03, 415.00
2017-08-01 01	929.39, 185.00
2017-08-01 02	6094.33, 100.00
2017-08-01 03	962.03, 60.00
2017-08-01 04	958.94, 103.00
2017-08-01 05	669.16, 566.00
2017-08-01 06	710.28, 2098.00
2017-08-01 07	751.86, 3881.00
2017-08-01 08	801.18, 6300.00
2017-08-01 09	929.50, 4469.00
2017-08-01 10	908.80, 2432.00
2017-08-01 11	1009.69, 2311.00
2017-08-01 12	1240.26, 2719.00
2017-08-01 13	1142.21, 2821.00
2017-08-01 14	1477.13, 2771.00
2017-08-01 15	895.10, 3015.00
2017-08-01 16	942.82, 3954.00
2017-08-01 17	883.77, 7025.00
2017-08-01 18	894.33, 7478.00
2017-08-01 19	1073.26, 5237.00
2017-08-01 20	1794.18, 3582.00
2017-08-01 21	925.62, 2367.00
2017-08-01 22	1038.24, 1728.00
2017-08-01 23	4531.96, 1060.00
2017-08-02 00	1567.93, 558.00
2017-08-02 01	818.54, 237.00
2017-08-02 02	5069.33, 89.00
2017-08-02 03	824.14, 74.00
2017-08-02 04	1163.17, 102.00
2017-08-02 05	631.32, 524.00
2017-08-02 06	702.85, 1996.00
2017-08-02 07	754.78, 3802.00
2017-08-02 08	815.52, 6291.00
2017-08-02 09	796.85, 4290.00
2017-08-02 10	879.81, 2414.00
2017-08-02 11	1476.98, 2405.00
2017-08-02 12	3202.88, 1832.00
2017-08-02 13	913.84, 1524.00
2017-08-02 14	887.69, 2312.00
2017-08-02 15	981.58, 2767.00
2017-08-02 16	1829.27, 3126.00
2017-08-02 17	1774.58, 2448.00
2017-08-02 18	855.30, 5628.00
2017-08-02 19	1352.41, 4901.00
2017-08-02 20	2223.82, 3541.00
2017-08-02 21	1182.05, 2436.00
2017-08-02 22	951.43, 1728.00
2017-08-02 23	906.23, 1159.00
2017-08-03 00	874.78, 500.00
2017-08-03 01	929.81, 213.00
2017-08-03 02	1345.33, 105.00
2017-08-03 03	1636.95, 73.00
2017-08-03 04	579.02, 92.00
2017-08-03 05	639.02, 531.00
2017-08-03 06	705.44, 1873.00
2017-08-03 07	897.35, 3629.00
2017-08-03 08	799.06, 6215.00
2017-08-03 09	1500.47, 4354.00
2017-08-03 10	1030.04, 2484.00
2017-08-03 11	985.38, 2360.00
2017-08-03 12	1297.25, 2913.00
2017-08-03 13	2173.38, 2928.00
2017-08-03 14	1203.52, 2817.00
2017-08-03 15	1494.92, 3162.00
2017-08-03 16	907.19, 3996.00
2017-08-03 17	926.11, 7091.00
2017-08-03 18	1049.09, 7118.00
2017-08-03 19	914.77, 5105.00
2017-08-03 20	1839.17, 3291.00
2017-08-03 21	1940.45, 2345.00
2017-08-03 22	838.04, 1806.00
2017-08-03 23	941.40, 1148.00
2017-08-04 00	1169.67, 616.00
2017-08-04 01	835.46, 320.00
2017-08-04 02	862.84, 144.00
2017-08-04 03	1587.01, 107.00
2017-08-04 04	916.54, 99.00
2017-08-04 05	599.62, 417.00
2017-08-04 06	757.48, 1261.00
2017-08-04 07	648.97, 688.00
2017-08-04 08	741.79, 3073.00
2017-08-04 09	708.77, 3491.00
2017-08-04 10	836.42, 2472.00
2017-08-04 11	927.37, 2602.00
2017-08-04 12	1206.13, 3075.00
2017-08-04 13	967.61, 3365.00
2017-08-04 14	940.65, 3731.00
2017-08-04 15	1557.37, 3975.00
2017-08-04 16	944.36, 4926.00
2017-08-04 17	965.98, 5949.00
2017-08-04 18	974.79, 5052.00
2017-08-04 19	1573.63, 3886.00
2017-08-04 20	2988.00, 2707.00
2017-08-04 21	969.41, 1879.00
2017-08-04 22	946.34, 1419.00
2017-08-04 23	969.86, 1140.00
2017-08-05 00	1030.39, 719.00
2017-08-05 01	920.92, 570.00
2017-08-05 02	877.93, 357.00
2017-08-05 03	782.19, 206.00
2017-08-05 04	809.45, 141.00
2017-08-05 05	849.02, 43.00
2017-08-05 06	692.74, 137.00
2017-08-05 07	873.24, 593.00
2017-08-05 08	898.36, 1332.00
2017-08-05 09	993.50, 2267.00
2017-08-05 10	1192.38, 3604.00
2017-08-05 11	1226.37, 4855.00
2017-08-05 12	1862.64, 5136.00
2017-08-05 13	1377.09, 4841.00
2017-08-05 14	1424.15, 4709.00
