2014-01-19 18	2.74, 11.57, 1.32, 26952.00
2014-01-19 19	2.66, 11.19, 1.27, 22330.00
2014-01-19 20	2.88, 11.45, 1.36, 20576.00
2014-01-19 21	2.91, 11.38, 1.34, 19070.00
2014-01-19 22	2.98, 11.64, 1.41, 23223.00
2014-01-19 23	3.18, 12.03, 1.44, 18085.00
2014-01-20 00	3.35, 12.45, 1.47, 14801.00
2014-01-20 01	3.19, 12.10, 1.35, 9951.00
2014-01-20 02	3.25, 12.11, 1.36, 7168.00
2014-01-20 03	3.54, 13.09, 1.30, 5061.00
2014-01-20 04	4.29, 15.15, 1.54, 4125.00
2014-01-20 05	5.72, 18.79, 2.28, 3284.00
2014-01-20 06	4.34, 15.00, 1.87, 5686.00
2014-01-20 07	3.66, 13.27, 1.58, 8227.00
2014-01-20 08	3.04, 11.82, 1.46, 13489.00
2014-01-20 09	2.73, 11.09, 1.35, 16646.00
2014-01-20 10	2.86, 11.60, 1.36, 17808.00
2014-01-20 11	2.79, 11.70, 1.33, 19322.00
2014-01-20 12	2.72, 11.51, 1.29, 21194.00
2014-01-20 13	2.89, 12.14, 1.35, 22216.00
2014-01-20 14	3.13, 12.98, 1.49, 22407.00
2014-01-20 15	3.03, 12.41, 1.44, 22582.00
2014-01-20 16	3.10, 12.48, 1.49, 21177.00
2014-01-20 17	2.94, 12.08, 1.47, 23437.00
2014-01-20 18	2.79, 11.46, 1.41, 26307.00
2014-01-20 19	2.79, 11.26, 1.42, 23634.00
2014-01-20 20	3.15, 12.05, 1.59, 20232.00
2014-01-20 21	3.27, 12.41, 1.63, 19357.00
2014-01-20 22	3.49, 12.90, 1.73, 17471.00
2014-01-20 23	3.73, 13.61, 1.70, 12862.00
2014-01-21 00	3.95, 14.21, 1.73, 8448.00
2014-01-21 01	3.53, 13.00, 1.41, 4853.00
