00	954.00, 270249.00
2015-02-15 15	72.00, 0.00
2015-02-15 16	49.00, 0.00
2015-02-15 17	122.00, 1.00
2015-02-15 18	64.00, 1.00
2015-02-15 19	55.00, 5.00
2015-02-15 20	66.00, 0.00
2015-02-15 21	51.00, 0.00
2015-02-15 22	109.00, 1.00
2015-02-15 23	99.00, 0.00
2015-02-16 00	51.00, 0.00
2015-02-16 01	102.00, 0.00
2015-02-16 02	63.00, 0.00
2015-02-16 03	43.00, 0.00
2015-02-16 04	34.00, 0.00
2015-02-16 05	39.00, 0.00
2015-02-16 06	59.00, 0.00
2015-02-16 07	50.00, 0.00
2015-02-16 08	66.00, 0.00
2015-02-16 09	77.00, 0.00
2015-02-16 10	54.00, 0.00
2015-02-16 11	104.00, 0.00
2015-02-16 12	125.00, 11.00
2015-02-16 13	111.00, 4.00
2015-02-16 14	119.00, 9.00
2015-02-16 15	108.00, 5.00
2015-02-16 16	100.00, 2.00
2015-02-16 17	111.00, 1.00
2015-02-16 18	94.00, 0.00
2015-02-16 19	89.00, 1.00
2015-02-16 20	85.00, 1.00
2015-02-16 21	70.00, 0.00
2015-02-16 22	120.00, 1.00
2015-02-16 23	102.00, 0.00
2015-02-17 00	148.00, 0.00
2015-02-17 01	88.00, 0.00
2015-02-17 02	45.00, 0.00
2015-02-17 03	43.00, 0.00
2015-02-17 04	36.00, 0.00
2015-02-17 05	27.00, 0.00
2015-02-17 06	49.00, 0.00
2015-02-17 07	80.00, 0.00
2015-02-17 08	122.00, 0.00
2015-02-17 09	213.00, 0.00
2015-02-17 10	269.00, 0.00
2015-02-17 11	274.00, 0.00
2015-02-17 12	379.00, 7.00
2015-02-17 13	176.00, 1.00
2015-02-17 14	263.00, 1.00
2015-02-17 15	390.00, 3.00
2015-02-17 16	205.00, 2.00
2015-02-17 17	84.00, 2.00
2015-02-17 18	79.00, 2.00
2015-02-17 19	91.00, 0.00
2015-02-17 20	64.00, 0.00
2015-02-17 21	122.00, 1.00
2015-02-17 22	118.00, 0.00
2015-02-17 23	106.00, 0.00
2015-02-18 00	187.00, 2.00
2015-02-18 01	122.00, 0.00
2015-02-18 02	53.00, 0.00
2015-02-18 03	45.00, 0.00
2015-02-18 04	26.00, 0.00
2015-02-18 05	49.00, 0.00
2015-02-18 06	89.00, 0.00
2015-02-18 07	61.00, 0.00
2015-02-18 08	108.00, 0.00
2015-02-18 09	192.00, 0.00
2015-02-18 10	250.00, 0.00
2015-02-18 11	327.00, 0.00
2015-02-18 12	698.00, 15.00
2015-02-18 13	171.00, 4.00
2015-02-18 14	246.00, 2.00
2015-02-18 15	252.00, 3.00
2015-02-18 16	199.00, 6.00
2015-02-18 17	142.00, 6.00
2015-02-18 18	100.00, 2.00
2015-02-18 19	72.00, 1.00
2015-02-18 20	52.00, 2.00
2015-02-18 21	82.00, 2.00
2015-02-18 22	107.00, 0.00
2015-02-18 23	99.00, 1.00
2015-02-19 00	141.00, 3.00
2015-02-19 01	98.00, 0.00
2015-02-19 02	77.00, 0.00
2015-02-19 03	57.00, 0.00
2015-02-19 04	43.00, 0.00
2015-02-19 05	53.00, 0.00
2015-02-19 06	69.00, 0.00
2015-02-19 07	422.00, 0.00
2015-02-19 08	177.00, 0.00
2015-02-19 09	152.00, 0.00
2015-02-19 10	193.00, 0.00
2015-02-19 11	199.00, 0.00
2015-02-19 12	723.00, 22.00
2015-02-19 13	183.00, 5.00
2015-02-19 14	222.00, 2.00
2015-02-19 15	189.00, 1.00
2015-02-19 16	215.00, 0.00
2015-02-19 17	156.00, 3.00
2015-02-19 18	90.00, 2.00
2015-02-19 19	69.00, 0.00
2015-02-19 20	68.00, 0.00
2015-02-19 21	98.00, 1.00
2015-02-19 22	100.00, 1.00
2015-02-19 23	143.00, 3.00
2015-02-20 00	206.00, 0.00
2015-02-20 01	121.00, 0.00
2015-02-20 02	69.00, 0.00
2015-02-20 03	48.00, 0.00
2015-02-20 04	37.00, 0.00
2015-02-20 05	33.00, 0.00
2015-02-20 06	65.00, 0.00
2015-02-20 07	71.00, 0.00
2015-02-20 08	114.00, 0.00
2015-02-20 09	213.00, 0.00
2015-02-20 10	216.00, 0.00
2015-02-20 11	294.00, 0.00
2015-02-20 12	691.00, 15.00
2015-02-20 13	863.00, 2.00
2015-02-20 14	338.00, 0.00
2015-02-20 15	201.00, 0.00
2015-02-20 16	111.00, 4.00
2015-02-20 17	71.00, 2.00
2015-02-20 18	64.00, 0.00
2015-02-20 19	128.00, 1.00
2015-02-20 20	47.00, 0.00
2015-02-20 21	92.00, 1.00
2015-02-20 22	109.00, 0.00
2015-02-20 23	175.00, 0.00
2015-02-21 00	136.00, 0.00
2015-02-21 01	150.00, 0.00
2015-02-21 02	101.00, 0.00
2015-02-21 03	87.00, 0.00
2015-02-21 04	62.00, 0.00
2015-02-21 05	76.00, 0.00
2015-02-21 06	96.00, 0.00
2015-02-21 07	75.00, 0.00
2015-02-21 08	51.00, 0.00
2015-02-21 09	61.00, 0.00
2015-02-21 10	97.00, 0.00
2015-02-21 11	99.00, 1.00
2015-02-21 12	237.00, 14.00
2015-02-21 13	83.00, 4.00
2015-02-21 14	119.00, 1.00
2015-02-21 15	96.00, 2.00
2015-02-21 16	100.00, 1.00
2015-02-21 17	84.00, 3.00
2015-02-21 18	75.00, 1.00
2015-02-21 19	70.00, 0.00
2015-02-21 20	57.00, 1.00
2015-02-21 21	55.00, 2.00
2015-02-21 22	106.00, 2.00
2015-02-21 23	132.00, 3.00
2015-02-22 00	135.00, 0.00
2015-02-22 01	148.00, 0.00
2015-02-22 02	80.00, 0.00
2015-02-22 03	115.00, 0.00
2015-02-22 04	99.00, 0.00
2015-02-22 05	103.00, 0.00
2015-02-22 06	109.00, 0.00
2015-02-22 07	95.00, 0.00
2015-02-22 08	109.00, 0.00
2015-02-22 09	79.00, 0.00
2015-02-22 10	68.00, 0.00
2015-02-22 11	71.00, 0.00
2015-02-22 12	147.00, 5.00
2015-02-22 13	94.00, 1.00
2015-02-22 14	106.00, 5.00
2015-02-22 15	97.00, 3.00
2015-02-22 16	78.00, 2.00
2015-02-22 17	63.00, 0.00
2015-02-22 18	79.00, 3.00
2015-02-22 19	88.00, 5.00
2015-02-22 20	62.00, 1.00
2015-02-22 21	68.00, 0.00
2015-02-22 22	112.00, 0.00
2015-02-22 23	121.00, 1.00
2015-02-23 00	141.00, 5.00
2015-02-23 01	141.00, 0.00
2015-02-23 02	77.00, 0.00
2015-02-23 03	37.00, 0.00
2015-02-23 04	55.00, 0.00
2015-02-23 05	40.00, 0.00
2015-02-23 06	59.00, 0.00
2015-02-23 07	141.00, 0.00
2015-02-23 08	124.00, 0.00
2015-02-23 09	172.00, 0.00
2015-02-23 10	281.00, 0.00
2015-02-23 11	245.00, 0.00
2015-02-23 12	493.00, 18.00
2015-02-23 13	218.00, 4.00
2015-02-23 14	218.00, 0.00
2015-02-23 15	207.00, 2.00
2015-02-23 16	167.00, 4.00
2015-02-23 17	110.00, 7.00
2015-02-23 18	59.00, 0.00
2015-02-23 19	101.00, 0.00
2015-02-23 20	72.00, 1.00
2015-02-23 21	88.00, 0.00
2015-02-23 22	139.00, 3.00
2015-02-23 23	123.00, 1.00
2015-02-24 00	185.00, 1.00
2015-02-24 01	115.00, 0.00
2015-02-24 02	41.00, 0.00
2015-02-24 03	42.00, 0.00
2015-02-24 04	37.00, 0.00
2015-02-24 05	69.00, 0.00
2015-02-24 06	62.00, 0.00
2015-02-24 07	89.00, 0.00
2015-02-24 08	129.00, 0.00
2015-02-24 09	225.00, 0.00
2015-02-24 10	233.00, 0.00
2015-02-24 11	467.00, 0.00
2015-02-24 12	791.00, 21.00
2015-02-24 13	287.00, 5.00
2015-02-24 14	272.00, 2.00
2015-02-24 15	155.00, 6.00
2015-02-24 16	265.00, 5.00
2015-02-24 17	109.00, 6.00
2015-02-24 18	73.00, 5.00
2015-02-24 19	72.00, 0.00
2015-02-24 20	68.00, 2.00
2015-02-24 21	85.00, 3.00
2015-02-24 22	145.00, 4.00
2015-02-24 23	118.00, 1.00
2015-02-25 00	104.00, 0.00
2015-02-25 01	102.00, 0.00
2015-02-25 02	59.00, 0.00
2015-02-25 03	48.00, 0.00
2015-02-25 04	183.00, 0.00
2015-02-25 05	45.00, 0.00
2015-02-25 06	76.00, 0.00
2015-02-25 07	111.00, 0.00
2015-02-25 08	114.00, 0.00
2015-02-25 09	214.00, 0.00
2015-02-25 10	228.00, 0.00
2015-02-25 11	200.00, 0.00
2015-02-25 12	785.00, 28.00
2015-02-25 13	159.00, 6.00
2015-02-25 14	155.00, 3.00
2015-02-25 15	195.00, 4.00
2015-02-25 16	143.00, 4.00
2015-02-25 17	130.00, 6.00
2015-02-25 18	85.00, 1.00
2015-02-25 19	72.00, 1.00
2015-02-25 20	85.00, 1.00
2015-02-25 21	127.00, 0.00
2015-02-25 22	111.00, 0.00
2015-02-25 23	131.00, 1.00
2015-02-26 00	322.00, 2.00
2015-02-26 01	97.00, 0.00
2015-02-26 02	101.00, 0.00
2015-02-26 03	56.00, 0.00
2015-02-26 04	41.00, 0.00
2015-02-26 05	56.00, 0.00
2015-02-26 06	29.00, 0.00
2015-02-26 07	114.00, 0.00
2015-02-26 08	135.00, 0.00
2015-02-26 09	166.00, 0.00
2015-02-26 10	237.00, 0.00
2015-02-26 11	194.00, 0.00
2015-02-26 12	916.00, 26.00
2015-02-26 13	131.00, 1.00
2015-02-26 14	250.00, 8.00
2015-02-26 15	173.00, 3.00
2015-02-26 16	167.00, 2.00
2015-02-26 17	133.00, 3.00
2015-02-26 18	88.00, 1.00
2015-02-26 19	60.00, 5.00
2015-02-26 20	79.00, 2.00
2015-02-26 21	78.00, 3.00
2015-02-26 22	125.00, 0.00
2015-02-26 23	169.00, 0.00
2015-02-27 00	126.00, 4.00
2015-02-27 01	117.00, 0.00
2015-02-27 02	67.00, 0.00
2015-02-27 03	68.00, 0.00
2015-02-27 04	53.00, 0.00
2015-02-27 05	47.00, 0.00
2015-02-27 06	58.00, 0.00
2015-02-27 07	87.00, 0.00
2015-02-27 08	120.00, 0.00
2015-02-27 09	269.00, 0.00
2015-02-27 10	302.00, 0.00
2015-02-27 11	318.00, 0.00
2015-02-27 12	945.00, 37.00
2015-02-27 13	151.00, 1.00
2015-02-27 14	172.00, 5.00
2015-02-27 15	169.00, 7.00
2015-02-27 16	125.00, 3.00
2015-02-27 17	72.00, 1.00
2015-02-27 18	68.00, 2.00
2015-02-27 19	66.00, 0.00
2015-02-27 20	75.00, 1.00
2015-02-27 21	97.00, 1.00
2015-02-27 22	96.00, 0.00
2015-02-27 23	150.00, 0.00
2015-02-28 00	147.00, 0.00
2015-02-28 01	141.00, 0.00
2015-02-28 02	80.00, 0.00
2015-02-28 03	79.00, 0.00
2015-02-28 04	41.00, 0.00
2015-02-28 05	116.00, 0.00
2015-02-28 06	97.00, 0.00
2015-02-28 07	61.00, 0.00
2015-02-28 08	59.00, 0.00
2015-02-28 09	65.00, 0.00
2015-02-28 10	73.00, 0.00
2015-02-28 11	72.00, 0.00
2015-02-28 12	660.00, 12.00
2015-02-28 13	80.00, 2.00
2015-02-28 14	96.00, 1.00
2015-02-28 15	118.00, 1.00
2015-02-28 16	81.00, 2.00
2015-02-28 17	47.00, 0.00
2015-02-28 18	50.00, 0.00
2015-02-28 19	79.00, 3.00
2015-02-28 20	81.00, 1.00
2015-02-28 21	21.00, 0.00
2015-02-28 22	19.00, 2.00
2015-02-28 23	19.00, 0.00
2015-03-01 00	130.00, 0.00
2015-03-01 01	60.00, 0.00
2015-03-01 02	11.00, 0.00
2015-03-01 03	6.00, 0.00
2015-03-01 04	6.00, 0.00
2015-03-01 05	8.00, 0.00
2015-03-01 06	24.00, 0.00
2015-03-01 07	21.00, 0.00
2015-03-01 08	15.00, 0.00
2015-03-01 09	24.00, 0.00
2015-03-01 10	34.00, 0.00
2015-03-01 11	83.00, 0.00
2015-03-01 12	48.00, 16.00
2015-03-01 13	23.00, 4.00
2015-03-01 14	22.00, 1.00
2015-03-01 15	14.00, 0.00
2015-03-01 16	10.00, 1.00
2015-03-01 17	18.00, 0.00
2015-03-01 18	10.00, 2.00
2015-03-01 19	22.00, 0.00
2015-03-01 20	12.00, 0.00
2015-03-01 21	82.00, 1.00
2015-03-01 22	99.00, 1.00
2015-03-01 23	124.00, 1.00
2015-03-02 00	84.00, 0.00
2015-03-02 01	79.00, 0.00
2015-03-02 02	65.00, 0.00
2015-03-02 03	64.00, 0.00
2015-03-02 04	66.00, 0.00
2015-03-02 05	48.00, 0.00
2015-03-02 06	67.00, 0.00
2015-03-02 07	60.00, 0.00
2015-03-02 08	87.00, 0.00
2015-03-02 09	189.00, 0.00
2015-03-02 10	318.00, 0.00
2015-03-02 11	165.00, 0.00
2015-03-02 12	461.00, 20.00
2015-03-02 13	299.00, 1.00
2015-03-02 14	316.00, 1.00
2015-03-02 15	184.00, 4.00
2015-03-02 16	147.00, 4.00
2015-03-02 17	90.00, 2.00
2015-03-02 18	75.00, 0.00
2015-03-02 19	67.00, 0.00
2015-03-02 20	93.00, 0.00
2015-03-02 21	85.00, 1.00
2015-03-02 22	114.00, 0.00
2015-03-02 23	123.00, 0.00
2015-03-03 00	115.00, 1.00
2015-03-03 01	89.00, 0.00
2015-03-03 02	73.00, 0.00
2015-03-03 03	41.00, 0.00
2015-03-03 04	34.00, 0.00
2015-03-03 05	52.00, 0.00
2015-03-03 06	98.00, 0.00
2015-03-03 07	103.00, 0.00
2015-03-03 08	380.00, 0.00
2015-03-03 09	161.00, 0.00
2015-03-03 10	191.00, 0.00
2015-03-03 11	222.00, 0.00
2015-03-03 12	1659.00, 28.00
2015-03-03 13	1021.00, 3.00
2015-03-03 14	143.00, 0.00
2015-03-03 15	214.00, 13.00
2015-03-03 16	141.00, 1.00
2015-03-03 17	124.00, 2.00
2015-03-03 18	95.00, 2.00
2015-03-03 19	66.00, 1.00
2015-03-03 20	81.00, 4.00
2015-03-03 21	93.00, 0.00
2015-03-03 22	97.00, 3.00
2015-03-03 23	108.00, 0.00
2015-03-04 00	119.00, 3.00
2015-03-04 01	91.00, 0.00
2015-03-04 02	42.00, 0.00
2015-03-04 03	48.00, 0.00
2015-03-04 04	26.00, 0.00
2015-03-04 05	40.00, 0.00
2015-03-04 06	31.00, 0.00
2015-03-04 07	113.00, 0.00
2015-03-04 08	83.00, 0.00
2015-03-04 09	276.00, 0.00
2015-03-04 10	185.00, 0.00
2015-03-04 11	193.00, 0.00
2015-03-04 12	377.00, 23.00
2015-03-04 13	151.00, 2.00
2015-03-04 14	198.00, 3.00
2015-03-04 15	238.00, 4.00
2015-03-04 16	206.00, 4.00
2015-03-04 17	109.00, 5.00
2015-03-04 18	69.00, 2.00
2015-03-04 19	80.00, 2.00
2015-03-04 20	103.00, 1.00
2015-03-04 21	100.00, 1.00
2015-03-04 22	107.00, 2.00
2015-03-04 23	154.00, 0.00
2015-03-05 00	83.00, 0.00
2015-03-05 01	135.00, 0.00
2015-03-05 02	90.00, 0.00
2015-03-05 03	61.00, 0.00
2015-03-05 04	51.00, 0.00
2015-03-05 05	42.00, 0.00
2015-03-05 06	67.00, 0.00
2015-03-05 07	87.00, 0.00
2015-03-05 08	111.00, 0.00
2015-03-05 09	196.00, 0.00
2015-03-05 10	143.00, 0.00
2015-03-05 11	227.00, 0.00
2015-03-05 12	260.00, 18.00
2015-03-05 13	331.00, 1.00
2015-03-05 14	333.00, 0.00
2015-03-05 15	157.00, 0.00
2015-03-05 16	187.00, 0.00
2015-03-05 17	82.00, 0.00
2015-03-05 18	87.00, 0.00
2015-03-05 19	68.00, 0.00
2015-03-05 20	73.00, 0.00
2015-03-05 21	99.00, 0.00
2015-03-05 22	129.00, 0.00
2015-03-05 23	117.00, 0.00
2015-03-06 00	153.00, 1.00
2015-03-06 01	115.00, 0.00
2015-03-06 02	59.00, 0.00
2015-03-06 03	91.00, 0.00
2015-03-06 04	22.00, 0.00
2015-03-06 05	15.00, 0.00
2015-03-06 06	48.00, 0.00
2015-03-06 07	148.00, 0.00
2015-03-06 08	199.00, 0.00
2015-03-06 09	359.00, 0.00
2015-03-06 10	491.00, 0.00
2015-03-06 11	257.00, 0.00
2015-03-06 12	363.00, 10.00
2015-03-06 13	201.00, 2.00
2015-03-06 14	373.00, 0.00
2015-03-06 15	184.00, 3.00
2015-03-06 16	216.00, 1.00
2015-03-06 17	154.00, 1.00
2015-03-06 18	93.00, 2.00
2015-03-06 19	99.00, 0.00
2015-03-06 20	98.00, 0.00
2015-03-06 21	90.00, 0.00
2015-03-06 22	113.00, 0.00
2015-03-06 23	132.00, 0.00
2015-03-07 00	90.00, 0.00
2015-03-07 01	123.00, 0.00
2015-03-07 02	76.00, 0.00
2015-03-07 03	109.00, 0.00
2015-03-07 04	54.00, 0.00
2015-03-07 05	88.00, 0.00
2015-03-07 06	95.00, 0.00
2015-03-07 07	77.00, 0.00
2015-03-07 08	53.00, 0.00
2015-03-07 09	77.00, 0.00
2015-03-07 10	76.00, 0.00
2015-03-07 11	82.00, 0.00
2015-03-07 12	254.00, 10.00
2015-03-07 13	82.00, 5.00
2015-03-07 14	104.00, 5.00
2015-03-07 15	144.00, 2.00
2015-03-07 16	54.00, 3.00
2015-03-07 17	59.00, 4.00
2015-03-07 18	64.00, 2.00
2015-03-07 19	77.00, 0.00
2015-03-07 20	64.00, 2.00
2015-03-07 21	99.00, 1.00
2015-03-07 22	135.00, 2.00
2015-03-07 23	174.00, 0.00
2015-03-08 00	126.00, 0.00
2015-03-08 01	165.00, 0.00
2015-03-08 03	125.00, 0.00
2015-03-08 04	111.00, 0.00
2015-03-08 05	136.00, 0.00
2015-03-08 06	129.00, 0.00
2015-03-08 07	82.00, 0.00
2015-03-08 08	46.00, 0.00
2015-03-08 09	64.00, 0.00
2015-03-08 10	81.00, 0.00
2015-03-08 11	60.00, 0.00
2015-03-08 12	316.00, 3.00
2015-03-08 13	80.00, 5.00
2015-03-08 14	92.00, 2.00
2015-03-08 15	72.00, 2.00
2015-03-08 16	78.00, 6.00
2015-03-08 17	79.00, 3.00
2015-03-08 18	54.00, 0.00
2015-03-08 19	77.00, 1.00
2015-03-08 20	51.00, 1.00
2015-03-08 21	85.00, 2.00
2015-03-08 22	106.00, 0.00
2015-03-08 23	125.00, 2.00
2015-03-09 00	120.00, 2.00
2015-03-09 01	125.00, 0.00
2015-03-09 02	80.00, 0.00
2015-03-09 03	108.00, 0.00
2015-03-09 04	63.00, 0.00
2015-03-09 05	48.00, 0.00
2015-03-09 06	28.00, 0.00
2015-03-09 07	97.00, 0.00
2015-03-09 08	116.00, 0.00
2015-03-09 09	321.00, 0.00
2015-03-09 10	283.00, 0.00
2015-03-09 11	260.00, 0.00
2015-03-09 12	686.00, 39.00
2015-03-09 13	257.00, 3.00
2015-03-09 14	243.00, 8.00
2015-03-09 15	279.00, 2.00
2015-03-09 16	167.00, 4.00
2015-03-09 17	72.00, 6.00
2015-03-09 18	89.00, 2.00
2015-03-09 19	77.00, 3.00
2015-03-09 20	107.00, 2.00
2015-03-09 21	109.00, 0.00
2015-03-09 22	147.00, 0.00
2015-03-09 23	127.00, 0.00
2015-03-10 00	164.00, 2.00
2015-03-10 01	97.00, 0.00
2015-03-10 02	115.00, 0.00
2015-03-10 03	41.00, 0.00
2015-03-10 04	60.00, 0.00
2015-03-10 05	35.00, 0.00
2015-03-10 06	69.00, 0.00
2015-03-10 07	88.00, 0.00
2015-03-10 08	282.00, 0.00
2015-03-10 09	337.00, 0.00
2015-03-10 10	313.00, 0.00
2015-03-10 11	314.00, 0.00
2015-03-10 12	1016.00, 35.00
2015-03-10 13	182.00, 13.00
2015-03-10 14	215.00, 2.00
2015-03-10 15	278.00, 0.00
2015-03-10 16	130.00, 1.00
2015-03-10 17	125.00, 0.00
2015-03-10 18	69.00, 4.00
2015-03-10 19	60.00, 1.00
2015-03-10 20	61.00, 2.00
2015-03-10 21	116.00, 0.00
2015-03-10 22	93.00, 1.00
2015-03-10 23	83.00, 0.00
2015-03-11 00	181.00, 2.00
2015-03-11 01	140.00, 0.00
2015-03-11 02	110.00, 0.00
2015-03-11 03	53.00, 0.00
2015-03-11 04	71.00, 0.00
2015-03-11 05	52.00, 0.00
2015-03-11 06	63.00, 0.00
2015-03-11 07	71.00, 0.00
2015-03-11 08	104.00, 0.00
2015-03-11 09	204.00, 0.00
2015-03-11 10	274.00, 0.00
2015-03-11 11	403.00, 0.00
2015-03-11 12	725.00, 50.00
2015-03-11 13	289.00, 4.00
2015-03-11 14	331.00, 7.00
2015-03-11 15	278.00, 2.00
2015-03-11 16	314.00, 8.00
2015-03-11 17	106.00, 7.00
2015-03-11 18	97.00, 3.00
2015-03-11 19	76.00, 1.00
2015-03-11 20	63.00, 0.00
2015-03-11 21	102.00, 2.00
2015-03-11 22	112.00, 0.00
2015-03-11 23	144.00, 3.00
2015-03-12 00	146.00, 2.00
2015-03-12 01	115.00, 0.00
2015-03-12 02	93.00, 0.00
2015-03-12 03	98.00, 0.00
2015-03-12 04	56.00, 0.00
2015-03-12 05	58.00, 0.00
2015-03-12 06	112.00, 0.00
2015-03-12 07	174.00, 0.00
2015-03-12 08	157.00, 0.00
2015-03-12 09	151.00, 0.00
2015-03-12 10	233.00, 0.00
2015-03-12 11	233.00, 0.00
2015-03-12 12	901.00, 48.00
2015-03-12 13	210.00, 8.00
2015-03-12 14	243.00, 5.00
2015-03-12 15	237.00, 8.00
2015-03-12 16	121.00, 3.00
2015-03-12 17	75.00, 5.00
2015-03-12 18	71.00, 3.00
2015-03-12 19	70.00, 2.00
2015-03-12 20	65.00, 7.00
2015-03-12 21	91.00, 0.00
2015-03-12 22	145.00, 2.00
2015-03-12 23	127.00, 0.00
2015-03-13 00	112.00, 3.00
2015-03-13 01	136.00, 0.00
2015-03-13 02	108.00, 0.00
2015-03-13 03	83.00, 0.00
2015-03-13 04	52.00, 0.00
2015-03-13 05	220.00, 0.00
2015-03-13 06	80.00, 0.00
2015-03-13 07	97.00, 0.00
2015-03-13 08	127.00, 0.00
2015-03-13 09	130.00, 0.00
2015-03-13 10	223.00, 0.00
2015-03-13 11	179.00, 0.00
2015-03-13 12	747.00, 28.00
2015-03-13 13	182.00, 0.00
2015-03-13 14	199.00, 3.00
2015-03-13 15	515.00, 3.00
2015-03-13 16	134.00, 6.00
2015-03-13 17	61.00, 4.00
2015-03-13 18	50.00, 16.00
2015-03-13 19	85.00, 0.00
2015-03-13 20	73.00, 4.00
2015-03-13 21	95.00, 1.00
2015-03-13 22	140.00, 0.00
2015-03-13 23	172.00, 2.00
2015-03-14 00	67.00, 0.00
2015-03-14 01	143.00, 0.00
2015-03-14 02	96.00, 0.00
2015-03-14 03	83.00, 0.00
2015-03-14 04	113.00, 0.00
2015-03-14 05	100.00, 0.00
2015-03-14 06	60.00, 0.00
2015-03-14 07	102.00, 0.00
2015-03-14 08	43.00, 1.00
2015-03-14 09	87.00, 0.00
2015-03-14 10	77.00, 0.00
2015-03-14 11	49.00, 0.00
2015-03-14 12	721.00, 17.00
2015-03-14 13	85.00, 0.00
2015-03-14 14	79.00, 5.00
2015-03-14 15	76.00, 3.00
2015-03-14 16	70.00, 4.00
2015-03-14 17	51.00, 6.00
2015-03-14 18	49.00, 1.00
2015-03-14 19	56.00, 0.00
2015-03-14 20	60.00, 2.00
2015-03-14 21	93.00, 1.00
2015-03-14 22	146.00, 0.00
2015-03-14 23	180.00, 3.00
2015-03-15 00	148.00, 0.00
2015-03-15 01	204.00, 0.00
2015-03-15 02	92.00, 0.00
2015-03-15 03	198.00, 0.00
2015-03-15 04	147.00, 0.00
2015-03-15 05	86.00, 0.00
2015-03-15 06	106.00, 0.00
2015-03-15 07	119.00, 0.00
2015-03-15 08	55.00, 0.00
2015-03-15 09	68.00, 0.00
2015-03-15 10	78.00, 0.00
2015-03-15 11	59.00, 0.00
2015-03-15 12	64.00, 18.00
2015-03-15 13	123.00, 2.00
2015-03-15 14	93.00, 3.00
2015-03-15 15	84.00, 1.00
2015-03-15 16	76.00, 1.00
2015-03-15 17	60.00, 2.00
2015-03-15 18	46.00, 0.00
2015-03-15 19	66.00, 0.00
2015-03-15 20	50.00, 1.00
2015-03-15 21	67.00, 2.00
2015-03-15 22	105.00, 0.00
2015-03-15 23	135.00, 0.00
2015-03-16 00	133.00, 0.00
2015-03-16 01	128.00, 0.00
2015-03-16 02	79.00, 0.00
2015-03-16 03	53.00, 0.00
2015-03-16 04	51.00, 0.00
2015-03-16 05	46.00, 0.00
2015-03-16 06	91.00, 0.00
2015-03-16 07	87.00, 0.00
2015-03-16 08	99.00, 0.00
2015-03-16 09	130.00, 0.00
2015-03-16 10	275.00, 0.00
2015-03-16 11	240.00, 0.00
2015-03-16 12	857.00, 41.00
2015-03-16 13	199.00, 7.00
2015-03-16 14	257.00, 3.00
2015-03-16 15	214.00, 8.00
2015-03-16 16	176.00, 3.00
2015-03-16 17	121.00, 6.00
2015-03-16 18	104.00, 2.00
2015-03-16 19	48.00, 3.00
2015-03-16 20	69.00, 3.00
2015-03-16 21	75.00, 2.00
2015-03-16 22	75.00, 1.00
2015-03-16 23	120.00, 4.00
2015-03-17 00	146.00, 3.00
2015-03-17 01	101.00, 0.00
2015-03-17 02	96.00, 0.00
2015-03-17 03	65.00, 0.00
2015-03-17 04	59.00, 0.00
2015-03-17 05	62.00, 0.00
2015-03-17 06	55.00, 0.00
2015-03-17 07	92.00, 0.00
2015-03-17 08	140.00, 0.00
2015-03-17 09	239.00, 0.00
2015-03-17 10	311.00, 0.00
2015-03-17 11	252.00, 0.00
2015-03-17 12	627.00, 37.00
2015-03-17 13	157.00, 6.00
2015-03-17 14	278.00, 7.00
2015-03-17 15	271.00, 4.00
2015-03-17 16	213.00, 1.00
2015-03-17 17	92.00, 3.00
2015-03-17 18	163.00, 4.00
2015-03-17 19	48.00, 3.00
2015-03-17 20	63.00, 2.00
2015-03-17 21	87.00, 1.00
2015-03-17 22	99.00, 2.00
2015-03-17 23	103.00, 3.00
2015-03-18 00	190.00, 6.00
2015-03-18 01	124.00, 0.00
2015-03-18 02	62.00, 0.00
2015-03-18 03	75.00, 0.00
2015-03-18 04	44.00, 0.00
2015-03-18 05	61.00, 0.00
2015-03-18 06	74.00, 0.00
2015-03-18 07	97.00, 0.00
2015-03-18 08	144.00, 0.00
2015-03-18 09	192.00, 0.00
2015-03-18 10	205.00, 0.00
2015-03-18 11	136.00, 0.00
2015-03-18 12	715.00, 36.00
2015-03-18 13	157.00, 2.00
2015-03-18 14	170.00, 2.00
2015-03-18 15	161.00, 3.00
2015-03-18 16	179.00, 3.00
2015-03-18 17	74.00, 5.00
2015-03-18 18	80.00, 3.00
2015-03-18 19	67.00, 12.00
2015-03-18 20	64.00, 4.00
2015-03-18 21	100.00, 2.00
2015-03-18 22	90.00, 3.00
2015-03-18 23	139.00, 0.00
2015-03-19 00	181.00, 2.00
2015-03-19 01	108.00, 0.00
2015-03-19 02	88.00, 0.00
2015-03-19 03	53.00, 0.00
2015-03-19 04	33.00, 0.00
2015-03-19 05	57.00, 0.00
2015-03-19 06	65.00, 0.00
2015-03-19 07	103.00, 0.00
2015-03-19 08	123.00, 0.00
2015-03-19 09	262.00, 0.00
2015-03-19 10	229.00, 0.00
2015-03-19 11	197.00, 0.00
2015-03-19 12	677.00, 26.00
2015-03-19 13	171.00, 7.00
2015-03-19 14	231.00, 7.00
2015-03-19 15	249.00, 7.00
2015-03-19 16	201.00, 2.00
2015-03-19 17	76.00, 7.00
2015-03-19 18	73.00, 2.00
2015-03-19 19	87.00, 5.00
2015-03-19 20	58.00, 0.00
2015-03-19 21	48.00, 2.00
2015-03-19 22	118.00, 0.00
2015-03-19 23	107.00, 2.00
